project_name,queue_position,fuel_primary,fuel_secondary,fuel_tertiary,net_mw,county,state,utility,pto_study_region,poi_station_or_line,application_status,status,technology,is_withdrawn,is_completed,is_active
,1401.0,Solar,,,69.26,NYE,NV,VEA,,Charleston Substation 138kV,WITHDRAWN,withdrawn,solar,1,0,0
,1403.0,Solar,Battery,,450.0,MARICOPA,AZ,DCRT,,Colorado River-Delaney 500kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1404.0,Battery,Solar,,150.0,MARICOPA,AZ,DCRT,,Delaney-Colorado River 500kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1406.0,Solar,Battery,,675.0,RIVERSIDE,CA,SCE,,Colorado River Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1408.0,Solar,,,150.0,RIVERSIDE,CA,SCE,,Colorado River Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,1409.0,Battery,,,200.0,RIVERSIDE,CA,SCE,,Devers Substation 220kV,WITHDRAWN,withdrawn,storage,1,0,0
,1410.0,Wind Turbine,,,150.0,RIVERSIDE,CA,SCE,,Devers-Vista #1 230kV,WITHDRAWN,withdrawn,wind,1,0,0
,1411.0,Solar,,,100.0,SAN BERNADINO,CA,SCE,,Mira Loma-Walnut 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,1412.0,Battery,,,80.0,LOS ANGELES,CA,SCE,,La Cienega Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1415.0,Solar,,,100.0,SAN BERNARDINO,CA,SCE,,Kramer-Inyokern-Randsburg No.1 115kV,WITHDRAWN,withdrawn,solar,1,0,0
,1416.0,Wind Turbine,,,100.0,LOS ANGELES,CA,SCE,,Antelope Substation 230kV,WITHDRAWN,withdrawn,wind,1,0,0
,1417.0,Solar,Battery,,99.0,TULARE,CA,SCE,,Vestal Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1418.0,Solar,,,400.0,KERN,CA,SCE,,Windhub Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,1420.0,Solar,Battery,,200.0,KERN,CA,SCE,,Windhub Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1421.0,Wind Turbine,,,37.4,KERN,CA,SCE,,Highwind Substation 230kV,WITHDRAWN,withdrawn,wind,1,0,0
,1422.0,Solar,,,250.0,KERN,CA,SCE,,Rattlesnake Switchyard 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,1423.0,Solar,Battery,,90.0,LOS ANGELES,CA,SCE,,Antelope Substation 66kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1425.0,Battery,Natural Gas,,312.0,VENTURA,CA,SCE,,Santa Clara Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1426.0,Wind Turbine,,,275.0,KERN,CA,SCE,,Whirlwind Substation 220kV,WITHDRAWN,withdrawn,wind,1,0,0
,1427.0,Solar,Battery,,125.0,MARICOPA,AZ,SDGE,,Hassayampa Switchyard 500kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1428.0,Battery,,,10.0,SAN DIEGO,CA,SDGE,,Miramar GT Switchyard 69kV,WITHDRAWN,withdrawn,storage,1,0,0
,1430.0,Battery,,,40.0,SAN DIEGO,CA,SDGE,,Ocean Ranch Substation,WITHDRAWN,withdrawn,storage,1,0,0
,1431.0,Battery,,,10.0,SAN DIEGO,CA,SDGE,,Kearny West Substation 69kV,WITHDRAWN,withdrawn,storage,1,0,0
,1433.0,Solar,,,150.0,MARICOPA,AZ,SDGE,,Hassayampa Substation 500 kV ,WITHDRAWN,withdrawn,solar,1,0,0
,1436.0,Solar,,,150.0,IMPERIAL,CA,SDGE,,Imperial Valley Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,1437.0,Battery,Solar,,425.0,IMPERIAL,CA,SDGE,,Imperial Valley Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1438.0,Natural Gas,,,15.6,FRESNO,CA,PGAE,,Panoche Substation,WITHDRAWN,withdrawn,other,1,0,0
,1441.0,Solar,,,0.0,KERN,CA,PGAE,,Kern Ridge Substation 115kV,WITHDRAWN,withdrawn,solar,1,0,0
,1445.0,Battery,,,200.0,CONTRA COSTA,CA,PGAE,,Pittsburg 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1446.0,Battery,,,50.0,SUTTER,CA,PGAE,,Bogue - Rio Oso 115 kV Line,WITHDRAWN,withdrawn,storage,1,0,0
,1447.0,Solar,,,100.0,FRESNO,CA,PGAE,,Schindler 115kV,WITHDRAWN,withdrawn,solar,1,0,0
,1448.0,Battery,Solar,,500.0,COLUSA,CA,PGAE,,Logan Creek - Delevan Line Tap 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1449.0,Battery,,,148.84,SAN JOAQUIN,CA,PGAE,,Kasson-Lammers 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1450.0,Battery,,,30.8,SANTA BARBARA,CA,PGAE,,Cabrillo Substation 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1451.0,Battery,,,40.0,SAN MATEO,CA,PGAE,,Bair Substation 60kV bus ,WITHDRAWN,withdrawn,storage,1,0,0
,1452.0,Solar,,,200.0,STANISLAUS,CA,PGAE,,Q1244 Switching Station 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,1453.0,Solar,,,200.0,STANISLAUS,CA,PGAE,,Q1244 Switching Station 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,1458.0,Battery,,,65.0,ALAMEDA,CA,PGAE,,Eastshore Station 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1460.0,Battery,,,20.0,CONTRA COSTA,CA,PGAE,,Christie Substation 60kV,WITHDRAWN,withdrawn,storage,1,0,0
,1462.0,Battery,,,40.0,ALAMEDA,CA,PGAE,,Oakland Station C 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1464.0,Battery,,,45.0,SUTTER,CA,PGAE,,Greenleaf #1 Tap 115 kV ,WITHDRAWN,withdrawn,storage,1,0,0
,1465.0,Solar,,,150.0,ALAMEDA,CA,PGAE,,Cayetano Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,1466.0,Battery,,,74.3513,SUTTER,CA,PGAE,,Pease 60kV,WITHDRAWN,withdrawn,storage,1,0,0
,1467.0,Battery,,,50.0,SAN JOAQUIN,CA,PGAE,, Kasson Station 60kV ,WITHDRAWN,withdrawn,storage,1,0,0
,1468.0,Solar,Battery,,1000.0,FRESNO,CA,PGAE,,Los Banos - Gates #3 500kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1469.0,Battery,,,40.0,ALAMEDA,CA,PGAE,,Birds Landing 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1471.0,Solar,Battery,,200.0,FRESNO,CA,PGAE,,Tranquility 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1473.0,Solar,Battery,,100.0,CONTRA COSTA,CA,PGAE,,Kelso Switching Station 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1474.0,Wind Turbine,,,2005.8,,CA,PGAE,,Diablo Canyon Power Plant 500kV,WITHDRAWN,withdrawn,wind,1,0,0
,1475.0,Wind Turbine,,,58.63,MERCED,CA,PGAE,,Los Banos Substation 70kV,WITHDRAWN,withdrawn,wind,1,0,0
,1476.0,Battery,,,200.0,SOLANO,CA,PGAE,,Birds Landing Switchyard 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1477.0,Battery,Solar,,150.0,FRESNO,CA,PGAE,,Tranquility Switching Station 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1478.0,Battery,Solar,,80.0,FRESNO,CA,PGAE,,Panoche Substation 115kV ,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1480.0,Battery,,,300.0,FRESNO,CA,PGAE,,Gates Sub 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1481.0,Battery,,,50.0,MADERA,CA,PGAE,,Borden Substation 70kV,WITHDRAWN,withdrawn,storage,1,0,0
,1482.0,Battery,Solar,,500.0,FRESNO,CA,PGAE,,Tranquillity SS 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1483.0,Battery,Solar,,50.3,FRESNO,CA,PGAE,,Jayne Switching Station 70kV ,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1485.0,Battery,Solar,,200.0,FRESNO,CA,PGAE,,Mendota Substation 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1486.0,Battery,,,500.0,MONTEREY,CA,PGAE,,Moss Landing 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1487.0,Battery,,,500.0,MONTEREY,CA,PGAE,,Moss Landing 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1488.0,Battery,Solar,,300.0,FRESNO,CA,PGAE,,Gates Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1489.0,Solar,,,100.0,FRESNO,CA,PGAE,,Schindler Substation 115kV,WITHDRAWN,withdrawn,solar,1,0,0
,1490.0,Other,,,100.0,SAN LUIS OBISPO,CA,PGAE,,Mesa 230kV,WITHDRAWN,withdrawn,other,1,0,0
,1491.0,Wind Turbine,,,156.0,HUMBOLDT,CA,PGAE,,Humboldt 115 kV,WITHDRAWN,withdrawn,wind,1,0,0
,1492.0,Battery,,,150.0,SOLANO,CA,PGAE,,Birds Landing Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1494.0,Wind Turbine,,,559.3,SAN LUIS OBISPO,CA,PGAE,,Morro Bay Substation  230kV,WITHDRAWN,withdrawn,wind,1,0,0
,1497.0,Solar,,,40.0,KINGS,CA,PGAE,,Corcoran-Guernsey 70kV line,WITHDRAWN,withdrawn,solar,1,0,0
,1498.0,Solar,,,100.0,TULARE,CA,PGAE,,Olive Switching Substation 115kV,WITHDRAWN,withdrawn,solar,1,0,0
,1500.0,Solar,Battery,,125.0,KERN,CA,PGAE,,Midway Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1501.0,Battery,,,100.0,KERN,CA,PGAE,,Midway Substation 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1502.0,Battery,,,300.0,ALAMEDA,CA,PGAE,,Newark Station 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1503.0,Battery,,,100.0,SONOMA,CA,PGAE,,Lakeville 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1504.0,Battery,Solar,,150.0,KERN,CA,PGAE,,Arco-Midway & Gates-Midway 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1505.0,Solar,Battery,,99.995,MERCED/FRESNO,CA,PGAE,,Mercy Springs 70kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1506.0,Solar,Battery,,200.0,KERN,CA,PGAE,,Bitterwater Switching Station 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1508.0,Battery,,,500.0,SAN BERNARDINO,CA,SCE,,Chino Substation 230kV bus,WITHDRAWN,withdrawn,storage,1,0,0
,1509.0,Battery,Solar,,250.0,KERN,CA,SCE,,Whirlwind Substation  230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1511.0,Battery,Solar,,37.5,LOS ANGELES,CA,SCE,,Neenach Substation 66kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1512.0,Solar,,,100.0,KERN,CA,SCE,,Magunden-Vestal #1 230kV line,WITHDRAWN,withdrawn,solar,1,0,0
,1513.0,Battery,Solar,,74.9,KERN,CA,SCE,,Highwind Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1514.0,Solar,Battery,,175.0,KERN,CA,SCE,,Whirlwind Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1515.0,Battery,,,100.0,VENTURA,CA,SCE,,Mandalay-Santa Clara 220kV,WITHDRAWN,withdrawn,storage,1,0,0
,1517.0,Solar,,,200.0,KERN,CA,SCE,,Vincent Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,1520.0,Wind Turbine,,,199.0,SAN BERNARDINO,CA,SCE,,Victor Substation 230kV,WITHDRAWN,withdrawn,wind,1,0,0
,1521.0,Battery,,,200.0,SAN BERNARDINO,CA,SCE,,Lugo Substation 220kV,WITHDRAWN,withdrawn,storage,1,0,0
,1523.0,Solar,Battery,,900.0,RIVERSIDE,CA,SCE,,Eldorado Substation 500kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1524.0,Battery,Solar,,600.0,CLARK,NV,SCE,,Eldorado Substation 500kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1525.0,Pumped-Storage hydro,,,1400.0,RIVERSIDE,CA,SCE,,Red Bluff Substation 500kV,WITHDRAWN,withdrawn,storage,1,0,0
,1527.0,Battery,Solar,,150.0,RIVERSIDE,CA,SCE,,Devers Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1528.0,Solar,,,79.0,RIVERSIDE,CA,SCE,,Devers Substation 220kV,WITHDRAWN,withdrawn,solar,1,0,0
,1530.0,Battery,Solar,,500.0,MARICOPA,AZ,DCRT,,Delaney Substation 500kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1533.0,Pumped-Storage hydro,,,500.0,SAN DIEGO,CA,SDGE,,Sycamore Canyon Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1535.0,Wind Turbine,,,117.405,MERCED,CA,PGAE,,Los Banos-Pacheco 70 kV Line via Dinosaur Point Tap 70 kV Line,WITHDRAWN,withdrawn,wind,1,0,0
,1536.0,Biofuel,,,3.0,YUBA,CA,PGAE,,COLGATE-CHALLENGE,WITHDRAWN,withdrawn,other,1,0,0
,1537.0,Biofuel,,,5.0,YUBA,CA,PGAE,,COLGATE-CHALLENGE 60kV,WITHDRAWN,withdrawn,other,1,0,0
,1538.0,Battery,,,40.0,SONOMA,CA,PGAE,,Geysers #3 Cloverdale 115 kV line,WITHDRAWN,withdrawn,storage,1,0,0
,1541.0,Battery,Solar,,350.0,SAN JOAQUIN,CA,PGAE,,Brighton-Bellota 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1542.0,Battery,Wind Turbine,,100.0,HUMBOLDT,CA,PGAE,,Bridgeville Substation 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1543.0,Solar,Battery,,150.0,COLUSA,CA,PGAE,,Cortina Substation 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1544.0,Battery,Solar,,300.0,COLUSA,CA,PGAE,,Delevan Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1545.0,Battery,,,99.0,ALAMEDA,CA,PGAE,,Grant Eastshore #1 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1546.0,Battery,,,30.0,MENDOCINO,CA,PGAE,,Elk-Gualala 60 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1547.0,Solar,Battery,,350.0,SOLANO,CA,PGAE,,Lambie SW Station-Birds Landing 230kV ,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1548.0,Battery,,,30.0,SANTA CLARA,CA,PGAE,,Morgan Hill Substation 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1549.0,Battery,,,200.0,SANTA CLARA,CA,PGAE,,Los Esteros Substation 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1551.0,Battery,,,100.0,SANTA CLARA,CA,PGAE,,Mabury Tap 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1554.0,Battery,,,100.0,ALAMEDA,CA,PGAE,,Oakland J-Grant 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1555.0,Battery,,,650.0,CONTRA COSTA,CA,PGAE,,Pittsburg Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1556.0,Battery,Solar,,100.0,SUTTER,CA,PGAE,,Rio Oso Substation 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1558.0,Battery,Solar,,40.0,STANISLAUS,CA,PGAE,,Miller #1 115 kV Line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1559.0,Wind Turbine,Battery,,1500.0,HUMBOLDT,CA,PGAE,,Round Mountain Substation 500kV,WITHDRAWN,withdrawn,storage,1,0,0
,1560.0,Battery,Solar,,240.0,SAN JOAQUIN,CA,PGAE,,Tesla-Stagg 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1561.0,Battery,Solar,,240.0,SAN JOAQUIN,CA,PGAE,,Tesla-Weber 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1562.0,Solar,Battery,,240.0,STANISLAUS,CA,PGAE,,Tesla-Westley 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1563.0,Battery,Solar,,50.0,SAN JOAQUIN,CA,PGAE,,Tesla Substation 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1564.0,Battery,,,100.0,SANTA CLARA,CA,PGAE,,Trimble Substation 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1566.0,Solar,Battery,,55.0,SAN JOAQUIN,CA,PGAE,,Valley Springs #2 60 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1567.0,Solar,Battery,,150.0,MADERA,CA,PGAE,,Borden Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1569.0,Solar,,,65.0,FRESNO,CA,PGAE,,Coalinga Cogen Tap 70kV,WITHDRAWN,withdrawn,solar,1,0,0
,1570.0,Battery,Solar,,50.0,FRESNO,CA,PGAE,,Coalinga#1-San Miguel 70 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1571.0,Solar,Battery,,80.0,MERCED,CA,PGAE,,El Nido Substation 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1572.0,Solar,,,190.0,FRESNO,CA,PGAE,,Gates Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,1573.0,Solar,Battery,,23.0,FRESNO,CA,PGAE,,Jayne Substation 70kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1574.0,Battery,,,400.0,FRESNO,CA,PGAE,,Panoche Substation 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1575.0,Battery,Solar,,200.0,FRESNO,CA,PGAE,,Gates Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1576.0,Solar,Battery,,200.0,FRESNO,CA,PGAE,,Gates Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1577.0,Solar,Battery,,150.0,MADERA,CA,PGAE,,Gregg Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1578.0,Battery,,,350.0,KINGS,CA,PGAE,,Henrietta Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1579.0,Battery,Solar,,27.0,MONTEREY,CA,PGAE,,Soledad Substation 60kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1580.0,Battery,Solar,,65.0,MERCED,CA,PGAE,,Livingston Substation 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1581.0,Battery,Solar,,1500.0,FRESNO,CA,PGAE,,Los Banos-Gates #1 500 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1582.0,Solar,Battery,,150.0,FRESNO,CA,PGAE,,Panoche Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1583.0,Solar,Battery,,90.0,KINGS,CA,PGAE,,Waukena Substation 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1584.0,Solar,,,75.0,MADERA,CA,PGAE,,Wilson-Oro Loma 115 kv ,WITHDRAWN,withdrawn,solar,1,0,0
,1585.0,Solar,,,50.0,KERN,CA,PGAE,,Olive SW Station-Smyrna 115kV,WITHDRAWN,withdrawn,solar,1,0,0
,1586.0,Battery,Solar,,150.0,KERN,CA,PGAE,,Arco 230 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1588.0,Wind Turbine,,,1145.0,SAN LUIS OBISPO,CA,PGAE,,Diablo Canyon Switching Station 500kV,WITHDRAWN,withdrawn,wind,1,0,0
,1589.0,Battery,Wind Turbine,,1500.0,SAN LUIS OBISPO,CA,PGAE,,Diablo Canyon-Gates 500kV,WITHDRAWN,withdrawn,storage,1,0,0
,1590.0,Wind Turbine,Battery,,1500.0,SAN LUIS OBISPO,CA,PGAE,,Diablo Canyon-Gates 500kV,WITHDRAWN,withdrawn,storage,1,0,0
,1591.0,Solar,Battery,,55.0,KERN,CA,PGAE,,Midway-Tupman-Rio Bravo-Renfro 115 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1592.0,Solar,Battery,,500.0,KINGS,CA,PGAE,,Gates-Templeton 230 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1594.0,Battery,Solar,,250.0,KINGS,CA,PGAE,,Gates-Midway 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1595.0,Solar,,,350.0,KERN,CA,PGAE,,Midway 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,1597.0,Solar,,,138.0,KERN,CA,PGAE,,Midway-Wheeler Ridge 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,1598.0,Wind Turbine,,,400.0,SAN LUIS OBISPO,CA,PGAE,,SOLARSS Switching Station,WITHDRAWN,withdrawn,wind,1,0,0
,1599.0,Wind Turbine,,,605.0,SAN LUIS OBISPO,CA,PGAE,,Morro Bay Substation 230kV,WITHDRAWN,withdrawn,wind,1,0,0
,1600.0,Battery,Wind Turbine,,1500.0,SAN LUIS OBISPO,CA,PGAE,,Midway-Diablo Canyon #2,WITHDRAWN,withdrawn,storage,1,0,0
,1601.0,Solar,Battery,,200.0,MARICOPA,CA,PGAE,,Midway-Wheeler Ridge #2 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1602.0,Battery,Solar,Wind Turbine,150.0,KERN,CA,SCE,,Highwind Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1603.0,Battery,Solar,,200.0,KERN,CA,SCE,,Inyokern-Randsburg 115 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1605.0,Battery,,,100.0,LOS ANGELES,CA,SCE,,Chino Substation 220kV,WITHDRAWN,withdrawn,storage,1,0,0
,1606.0,Battery,,,200.0,ORANGE,CA,SCE,,Ellis Substation 220kV,WITHDRAWN,withdrawn,storage,1,0,0
,1607.0,Battery,,,250.0,SAN BERNARDINO,CA,SCE,,Etiwanda Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1609.0,Battery,,,300.0,LOS ANGELES,CA,SCE,,Hinson Substation 220kV,WITHDRAWN,withdrawn,storage,1,0,0
,1610.0,Battery,,,300.0,ORANGE,CA,SCE,,Johanna Substation 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1612.0,Battery,,,200.0,LOS ANGELES,CA,SCE,,Rio Hondo Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1613.0,Battery,,,400.0,LOS ANGELES,CA,SCE,,Rio Hondo Substation 220kV,WITHDRAWN,withdrawn,storage,1,0,0
,1614.0,Battery,,,200.0,ORANGE,CA,SCE,,Johanna Substation 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1616.0,Battery,Wind Turbine,Solar,115.0,KERN,CA,SCE,,Highwind Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1618.0,Battery,Solar,,200.0,KERN,CA,SCE,,Magunden-Pastoria 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1620.0,Solar,Battery,,100.0,TULARE,CA,SCE,,Rector Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1621.0,Solar,Battery,,200.0,TULARE,CA,SCE,,Magunden-Springville #1 220 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1622.0,Battery,Solar,,240.0,TULARE,CA,SCE,,Springville-Rector 220kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1623.0,Battery,Solar,,300.0,TULARE,CA,SCE,,Vestal Substation 230 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1624.0,Battery,Solar,,240.0,TULARE,CA,SCE,,Vestal Substation 220kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1626.0,Solar,Battery,,200.0,KERN,CA,SCE,,Vincent Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1627.0,Battery,Solar,,600.0,LOS ANGELES,CA,SCE,,Vincent Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1628.0,Solar,Battery,,300.0,LOS ANGELES,CA,SCE,,Vincent Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1630.0,Battery,Solar,,250.0,KERN,CA,SCE,,Whirlwind Substation 230 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1633.0,Wind Turbine,,,85.0,KERN,CA,SCE,,Windhub Substation 230 kV,WITHDRAWN,withdrawn,wind,1,0,0
,1634.0,Solar,Battery,,200.0,KERN,CA,SCE,,Windhub Substation 230 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1635.0,Solar,Battery,,400.0,KERN,CA,SCE,,Windhub Substation 500kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1637.0,Battery,Solar,,500.0,RIVERSIDE,CA,SCE,,Colorado River Substation 500kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1638.0,Solar,Wind Turbine,Battery,200.0,RIVERSIDE,CA,SCE,,Devers Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1639.0,Battery,,,100.0,RIVERSIDE,CA,SCE,,Devers Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1640.0,Solar,Battery,,500.0,RIVERSIDE,CA,SCE,,Devers-San Bernardino Line 230 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1644.0,Battery,,,300.0,SAN BERNARDINO,CA,SCE,,San Bernardino Substation 220kV,WITHDRAWN,withdrawn,storage,1,0,0
,1648.0,Solar,Battery,,400.0,CLARK,NV,SCE,,Mohave Substation 500kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1651.0,Battery,Solar,,100.0,CLARK,NV,GLW,,Sloan Canyon Switching Station 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1652.0,Battery,Solar,,100.0,CLARK,NV,GLW,,Sloan Canyon Switching Station 230 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1653.0,Battery,Solar,,448.0,CLARK,NV,GLW,,Sloan Canyon Switching Station 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1656.0,Battery,,,200.0,SAN DIEGO,CA,SDGE,,Bay-Boulevard 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1658.0,Battery,,,200.0,IMPERIAL,CA,SDGE,,Imperial Valley Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1659.0,Battery,,,200.0,SAN DIEGO,CA,SDGE,,ECO 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1661.0,Wind Turbine,,,300.0,BAJA CALIFORNIA,MX,SDGE,,East County Substation 230 kV,WITHDRAWN,withdrawn,wind,1,0,0
